entity_id,entity_name,merchant_category,risk_score,risk_level,risk_factors,entity_type,kyc_status
USR85832,Yatin Rajan,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR97915,Eshana Kohli,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR88476,Isaac Boase,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR74995,Neha Nadig,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR89259,Pooja Saha,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR48294,Ekantadar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR53590,Aahana Dave,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR21164,Turvi Kaul,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR19856,Hredhaan Shankar,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR64295,Udant Chaudhary,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR57931,Imaran Garg,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR32158,Pranav Jayaraman,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR97959,Saumya Lall,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR95521,Upma Cheema,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR36177,Zashil Dalal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR69180,Dominic Malhotra,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR31924,Fiyaz Rana,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR58477,Jatin Sabharwal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR56590,Jalsa Soman,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR94805,Samaksh Badal,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR38536,Jalsa Atwal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR61380,J0Nathan Kumer,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR98335,Madhav Palla,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR34215,Ekanta Basak,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR17247,Maanas Butala,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR17777,Pranit Venkatesh,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR69373,Darsh Ratta,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR87095,Naveen Kala,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR31266,Dayamai Merchant,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR19870,Zarna Radhakrishnan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR45171,Dev Wali,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,PENDING
USR45815,Oscar Badami,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR48964,Amara Kade,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR44314,Harrison Bhavsar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR68599,Janaki Venkatesh,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR71547,Balendra Srinivas,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR96672,Ronith Keer,,50.0,MEDIUM,KYC verification REJECTED; History of disputed transactions,USER,REJECTED
USR97396,Dayita Gour,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR88861,Nidra Chaudhary,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR47457,Kashish Lall,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR34629,Tristan Batta,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR15532,Upkaar Dugar,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR83873,Ekalinga Modi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR97268,0Scar Hayre,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR44600,Advika Narula,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR73006,Leena Mitra,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR56394,Vanya Gandhi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR67580,Abhiram Pillay,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR41580,Varsha Warrior,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR41450,Saksham Saxena,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR56020,Orinder Loke,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR49862,Tejas Sawhney,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR65145,Ansh Rajag0Pa1An,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR97027,Amruta Patla,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR42893,Bhavini Ramaswamy,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR89323,Zaitra Ravel,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR10968,Samar Dutta,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR28146,Ansh 0Za,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR38741,Gunbir Mangat,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR52429,Abhiram Parekh,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR11474,Watika Lad,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR88164,Neelima Dasgupta,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR88274,Victor Sodhi,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR83074,Chakradhar Pau,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR31678,Rishivasa,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR16550,Neel Palla,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR25277,Sara Choudhry,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR35246,Ekaraj Kibe,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR82593,Avni Patel,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR48437,Yashawini Krishnan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR93692,Warjas Chopra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR37236,Vritti Sani,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR94686,Azad Gokhale,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR61713,Anay Peri,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR44854,Umang Dash,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR55680,Ranveer Modi,,75.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,REJECTED
USR60018,Chanakya Subramanian,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR66536,Chanakya Choudhry,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR96814,Siya Muni,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR66250,Ojas Dalal,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR22267,Banjeet Hari,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR44918,Fiyaz Mane,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR57926,Harsh Bail,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR32078,Logan Arya,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR18232,Lajita Bala,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR87245,Niteshminhas,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR52053,Ijaya Lanka,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR34362,Jonathan Oommen,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR55373,Farhan Pall,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR30277,Edhitha Kothari,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR99422,Gautam Sandal,,25.0,LOW,Transaction spend (23915) exceeds declared monthly income (15548),USER,PENDING
USR37869,Ekanta Saran,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR42213,Anita Brahmbhatt,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR22935,Yachana Panchal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR52923,Patrick Golla,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR41779,Victortella,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR30464,Abdul Wali,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR28733,Waida Sule,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR60317,Radhika Deshmukh,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR24185,Amruta Bora,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR10536,Lopacheema,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR67987,Yashasvi Choudhury,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR85853,Anika Gera,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR83773,Dipta Vaidya,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR86602,Max Nagarajan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR60891,Om Andra,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR97385,Yashoda D’Alia,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR60559,Harinakshi Radhakrishnan,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR36432,Yashasvi Tak,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR31950,Varsha Nanda,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR14319,Rajeshri Kala,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR32666,Laban Ramesh,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR92284,M0Hammed Bhavsar,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR41197,Anmol Mallick,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR64715,Mitesh Sandal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR13467,Indrajit Sharma,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR21584,Nimrat Kala,,50.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Transaction spend (41946) exceeds declared monthly income (18996),USER,VERIFIED
USR92712,Januja Anand,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR60573,Darika Kant,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR56036,Ekaja Seshadri,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR44689,Panini Sidhu,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR66065,Vasatika Bhavsar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR59391,Zaid Savant,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR69208,Aarini Savant,,25.0,LOW,Transaction spend (37904) exceeds declared monthly income (12991),USER,VERIFIED
USR90230,Chatresh Tank,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR45321,Viraj Verma,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR63460,Qadim Kanda,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR31538,Leena Sen,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR37534,Maanav Khurana,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR12661,Mugdha Kara,,20.0,LOW,History of disputed transactions,USER,PENDING
USR24401,Chameli Dyal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR29305,Balveer Handa,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR11584,Nakul Dey,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR20570,Lopa Ratta,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR54058,Divya Kari,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR82662,Yashodhara Tella,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR14829,Amruta Aurora,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR61808,Bachittar Roy,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR15387,Tanmayi Sama,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR14492,Nandini Mukhopadhyay,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR85737,Gagan Pau,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR61584,Samuel Deep,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR72942,Nidhi Chander,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR78148,Kamya Sami,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR56833,Upasnauppal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR90455,Yashica Borra,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR41494,Gayathri Ben,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR68332,Sai Joshi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR18295,Forum Kumar,,20.0,LOW,Pre-assigned high risk segment,USER,PENDING
USR18473,0Misha Hans,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR72445,Chandresh Toor,,20.0,LOW,Pre-assigned high risk segment,USER,PENDING
USR81455,Harinakshi Bahl,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR94919,Sai Krishnan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR72457,Gautam Bhatti,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR31543,Unni Barad,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; History of disputed transactions,USER,VERIFIED
USR72430,Chakradhar Arora,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR67774,Veer Kala,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR65708,Reva Som,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR58294,Jairaj Narasimhan,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR16752,Gaurang Shanker,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR44195,Arunima Sarin,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR88204,Anita Gulati,,50.0,MEDIUM,KYC verification REJECTED; Pre-assigned high risk segment,USER,REJECTED
USR52473,Harish Dara,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR90330,Brijesh Mistry,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR41016,Balendra Dewan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR20842,Manbir Mannan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR93553,Rudra Bir,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR55401,Orinder Samra,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR52374,Kevin Prakash,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR38507,Peter Kurian,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR41024,Advika Singhal,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR17599,Kashvi Barad,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR40959,Ojas Kohli,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR64830,Dayamai Devan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR38917,Naveen Walla,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR46893,Vedhika Shan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR18582,Qarin Soni,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR63244,Isha Sastry,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR86562,Hritik Mani,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR31939,Max Barad,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR31098,Tarak Bawa,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR16257,Oscar Dugar,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR10174,Dayamai Borra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR93216,Tamanna Aggarwa1,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,PENDING
USR95123,Zilmil Shetty,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR61040,Urishilla Rana,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR42917,Tara Pillay,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR27631,Shivani Sachdev,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR91384,Aachal Kade,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR12260,Ekanta Hayre,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR98573,Meera Bhalla,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR13914,Ishwar Sekhon,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR83427,Christopher Aggarwal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR47918,Falguni Kala,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR21320,Vyanjana Radhakrishnan,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR44355,Ranveer Batta,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR59697,Jagatwali,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR66897,Omisha Singhal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR65016,Wahab Deol,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR46957,Nikitabehl,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR12123,Ishwar Ahuja,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR26476,Chandran Datta,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR79230,Ekbal Konda,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR64265,Widisha Barad,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR77619,Aarini Sunder,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR49872,Diya Chakraborty,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR55253,Ekta Kata,,20.0,LOW,History of disputed transactions,USER,PENDING
USR88989,Charvi Mutti,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR47528,Upkaar Manda,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR43780,Bachittar Kaur,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR38459,Ranveer Shan,,50.0,MEDIUM,KYC verification REJECTED; History of disputed transactions,USER,REJECTED
USR20809,Tejas Malhotra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR79106,Yash Roy,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR37852,Aachal Srinivas,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR60527,Ranveer Kari,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR84926,0Nveer Barman,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR44750,Pooja Sarraf,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR79575,Wakeeta Sehgal,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR17468,Ekavir Tata,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR69633,Bhavani Vig,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR71794,Frado Sandhu,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR39986,Yuvraj Gara,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR24598,Ranbir Thaker,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR30972,Naveenloke,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR15749,Maya Kota,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR61074,Advikasarna,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
